CIF_NO,MONTH,total_income,total_expense,total_debt_payment,count_income,count_expense,count_debt_payment,net_cashflow,total_transactions
10000878,2025-02,40259000,16272674,1758000,6,61,7,22228326,74
10000878,2025-03,98537000,21597607,3695000,10,80,16,73244393,106
10000878,2025-04,199335000,18919469,1242000,17,86,9,179173531,112
10000878,2025-05,28197000,27215000,3271000,4,49,10,-2289000,63
10000878,2025-06,220548994,50531403,9043693,19,81,28,160973898,128
10000879,2025-01,212250000,51113426,7436219,17,77,12,153700355,106
10000879,2025-02,104950000,77801156,2480000,7,62,6,24668844,75
10000879,2025-03,65721000,32142344,2256484,8,91,14,31322172,113
10000879,2025-04,179767000,31140449,3331000,16,36,11,145295551,63
10000879,2025-05,104901000,40653000,4283000,11,82,18,59965000,111
10000879,2025-06,95542000,15194735,3896291,7,45,14,76450974,66
10000880,2025-01,143233000,45493593,12029292,16,97,30,85710115,143
10000880,2025-02,104787000,44627849,4638594,9,92,18,55520557,119
10000880,2025-03,76718000,37233396,11088309,6,64,16,28396295,86
10000880,2025-04,32890000,8863748,3274000,5,94,24,20752252,123
10000880,2025-05,141268000,20560619,1569209,14,63,18,119138172,95
10000880,2025-06,182142000,28447664,3095000,14,57,17,150599336,88
10000881,2025-01,105717000,7598714,1391000,11,68,23,96727286,107
10000881,2025-02,113411257,46739820,5178000,11,52,8,61493437,71
10000881,2025-03,93153000,50925831,12551000,10,84,31,29676169,125
10000881,2025-04,59430000,30375502,3878000,13,49,20,25176498,85
10000881,2025-05,168194887,60810959,7524000,14,63,12,99859928,89
10000881,2025-06,141938000,11032774,580000,15,61,9,130325226,85
10000882,2025-01,56402855,34611998,4403000,7,73,20,17387857,100
10000882,2025-02,87537000,30778036,4448000,9,71,24,52310964,104
10000882,2025-03,175820000,21936805,2744000,14,75,26,151139195,115
10000882,2025-04,79748000,31891556,3661802,7,83,25,44194642,115
10000882,2025-05,143966000,37556296,12174442,15,58,20,94235262,93
10000882,2025-06,87582000,18764000,6677000,11,39,10,62141000,60
10000883,2025-01,189136000,38244901,2782000,11,91,17,148109099,119
10000883,2025-02,177713476,58849168,12955000,17,57,30,105909308,104
10000883,2025-03,145803993,3738044,862122,11,57,16,141203827,84
10000883,2025-04,33758000,33138000,5143000,5,58,14,-4523000,77
10000883,2025-05,82385000,50334254,12352244,5,78,34,19698502,118
10000883,2025-06,74394000,78726747,6077383,7,76,9,-10410130,92
10000884,2025-01,100625000,9778320,1274591,8,55,12,89572089,75
10000884,2025-02,110673247,41412000,7741000,13,73,17,61520247,103
10000884,2025-03,74667000,8739000,381000,5,57,16,65547000,78
10000884,2025-04,89287000,46115583,5302000,7,107,21,37869417,135
10000884,2025-05,100529000,32245000,8840000,7,82,21,59444000,110
10000884,2025-06,119679343,30083578,6336000,9,71,21,83259765,101
10000885,2025-01,146692000,49664000,4135040,12,64,10,92892960,86
10000885,2025-02,136846820,22397776,2930922,16,77,23,111518122,116
10000885,2025-03,40454000,8543936,2356000,5,65,23,29554064,93
10000885,2025-04,248614000,9813830,3034800,19,48,17,235765370,84
10000885,2025-05,179986244,105557589,14297516,13,62,20,60131139,95
10000885,2025-06,22350506,16197000,1905000,3,68,14,4248506,85
10000886,2025-01,231671000,71621615,13738872,20,70,27,146310513,117
10000886,2025-02,46041000,3590984,318000,6,55,11,42132016,72
10000886,2025-03,78084000,11775000,3721412,8,43,12,62587588,63
10000886,2025-04,105194722,5768000,1231000,9,48,11,98195722,68
10000886,2025-05,167267000,55274204,14584000,13,108,22,97408796,143
10000886,2025-06,153169000,43547127,9685000,15,53,22,99936873,90
10000887,2025-01,129678000,37112549,3428000,16,97,18,89137451,131
10000887,2025-02,76426000,9854000,1416362,6,38,7,65155638,51
10000887,2025-03,122776872,54910907,5798992,12,81,19,62066973,113
10000887,2025-04,69280000,12391644,2569000,6,65,28,54319356,99
10000887,2025-05,115394000,8043912,1472000,11,34,20,105878088,65
10000887,2025-06,191803000,74061259,8348000,15,82,17,109393741,114
10000888,2025-01,160274000,14100000,950000,11,65,9,145224000,85
10000888,2025-02,255176000,22167478,341000,18,52,10,232667522,80
10000888,2025-03,99346000,28393289,9273451,13,98,33,61679260,145
10000888,2025-04,152759000,22192910,4515366,12,45,11,126050724,68
10000888,2025-05,73573000,14959134,1539000,9,62,12,57074866,83
10000888,2025-06,122708232,49457265,15611000,17,68,27,57639967,112
10000889,2025-01,139907000,12540916,1222162,14,76,19,126143922,110
10000889,2025-02,3996075,3045972,264000,1,52,12,686103,65
10000889,2025-03,124320539,20309068,3586000,8,89,16,100425471,113
10000889,2025-04,145491000,35274000,10684196,15,63,26,99532804,104
10000889,2025-05,73570000,16439000,3518000,5,48,10,53613000,63
10000889,2025-06,136103000,32616559,9005736,12,83,28,94480705,123
10000890,2025-01,101490000,3170568,741000,7,67,18,97578432,92
10000890,2025-02,52739000,13462000,2028086,5,54,20,37248914,79
10000890,2025-03,86434000,32914640,14283000,6,64,29,39236360,101
10000890,2025-04,153998938,32429564,9788820,15,82,16,111780554,113
10000890,2025-05,105457160,16104381,3808300,16,46,19,85544479,81
10000890,2025-06,185244000,41576138,701000,9,105,14,142966862,128
10000891,2025-01,115515000,21990000,4973291,7,46,12,88551709,65
10000891,2025-02,143755000,12260820,259000,14,58,6,131235180,78
10000891,2025-03,140788000,14289000,3246000,10,84,16,123253000,110
10000891,2025-04,205254000,11437792,1990884,20,37,8,191825324,65
10000891,2025-05,199961000,23439652,5351000,13,42,12,171170348,67
10000891,2025-06,67101000,12816740,3461288,7,86,24,50822972,119
10000892,2025-01,182738000,60110134,9923041,17,67,24,112704825,108
10000892,2025-02,20710000,8414822,1290000,3,61,17,11005178,82
10000892,2025-03,95500000,43548000,7101000,9,74,23,44851000,106
10000892,2025-04,213187366,38489892,3398000,15,67,9,171299474,91
10000892,2025-05,162183805,27825528,9883000,15,54,21,124475277,90
10000892,2025-06,166110000,1968740,400000,15,56,15,163741260,87
10000893,2025-01,155344000,53439818,10803024,15,87,17,91101158,119
10000893,2025-02,102989000,17710968,1920000,14,54,13,83358032,81
10000893,2025-03,218898000,75593421,6985584,17,95,14,136318995,129
10000893,2025-04,170574000,40443000,14092000,14,66,29,116039000,109
10000893,2025-05,184048000,54761898,12393178,17,47,26,116892924,90
10000893,2025-06,58200000,17814855,3243000,6,53,21,37142145,80
10000894,2025-01,122851000,37490963,12129026,13,77,34,73231011,124
10000894,2025-02,29813000,28984541,3457000,6,65,11,-2628541,82
10000894,2025-03,80820000,21800105,4361000,11,90,20,54658895,121
10000894,2025-04,72639000,31068207,6781000,6,67,24,34789793,97
10000894,2025-05,71693000,42852664,1096331,5,83,14,27744005,102
10000894,2025-06,198808000,73534533,22648000,17,67,25,102625467,109
10000895,2025-01,156397408,45536000,7973954,16,55,18,102887454,89
10000895,2025-02,58148709,51302156,20463524,7,64,35,-13616971,106
10000895,2025-03,199344893,67834360,18565975,18,67,33,112944558,118
10000895,2025-04,58493000,29857302,5869000,8,77,18,22766698,103
10000895,2025-05,61398000,3893000,1142729,6,59,11,56362271,76
10000895,2025-06,253159000,33275000,9993000,26,81,21,209891000,128
10000896,2025-01,153013000,50898745,4806000,10,97,16,97308255,123
10000896,2025-02,192800000,20681369,4447248,23,58,12,167671383,93
10000896,2025-03,107274000,32913277,3852000,12,79,18,70508723,109
10000896,2025-04,160710000,9362351,2992000,18,37,17,148355649,72
10000896,2025-05,57667000,19814650,5106000,7,40,14,32746350,61
10000896,2025-06,56212000,15743540,4620000,8,40,16,35848460,64
10000897,2025-01,113963386,46229000,13225218,14,73,38,54509168,125
10000897,2025-02,104847552,24205626,7710000,10,32,15,72931926,57
10000897,2025-03,155420000,33922178,7634000,14,78,20,113863822,113
10000897,2025-04,55471300,66881000,3152000,9,64,8,-14561700,81
10000897,2025-05,61338837,27785580,2009698,7,74,20,31543559,101
10000897,2025-06,151074000,63192674,3924000,16,84,16,83957326,116
10000898,2025-01,198683000,42460693,6635401,15,93,20,149586906,128
10000898,2025-02,148591000,35742644,6575898,12,78,19,106272458,109
10000898,2025-03,34530000,75900614,3223000,6,117,10,-44593614,133
10000898,2025-04,107300702,18870616,8604000,12,78,19,79826086,109
10000898,2025-05,61382000,40874801,6353110,6,67,19,14154089,92
10000898,2025-06,162992778,26075166,8579815,13,53,24,128337797,90
10000899,2025-01,78560000,25928000,4593000,10,68,15,48039000,93
10000899,2025-02,194362000,8587711,1437000,21,50,13,184337289,84
10000899,2025-03,112918000,51934174,6779792,11,99,25,54204034,135
10000899,2025-04,79523156,4985000,532000,7,50,11,74006156,68
10000899,2025-05,177037000,58127000,23479364,14,55,21,95430636,90
10000899,2025-06,125357000,15207836,404000,9,70,4,109745164,83
10000900,2025-01,167075000,30904000,2280543,13,58,23,133890457,94
10000900,2025-02,44956000,15047534,4198120,2,46,19,25710346,67
10000900,2025-03,198995000,87752241,7668682,20,81,17,103574077,118
10000900,2025-04,69750000,28562372,2743000,6,57,11,38444628,74
10000900,2025-05,214852000,60053483,13427000,22,88,21,141371517,131
10000900,2025-06,109766000,19138481,10608038,11,73,35,80019481,119
10000901,2025-01,81169000,18585930,7673800,9,66,32,54909270,107
10000901,2025-02,128650000,23488842,17751710,9,47,19,87409448,75
10000901,2025-03,106387000,36325671,3387000,11,102,20,66674329,133
10000901,2025-04,112634000,44471677,9503000,11,65,21,58659323,97
10000901,2025-05,135816000,32879935,28663109,14,74,27,74272956,115
10000901,2025-06,175330000,36947446,4838000,15,75,13,133544554,103
10000902,2025-01,95456000,37652076,3951000,12,83,19,53852924,114
10000902,2025-02,59561000,34909106,5879000,6,47,9,18772894,62
10000902,2025-03,165697000,54737489,14118000,14,67,26,96841511,107
10000902,2025-04,81010000,49947301,11286128,9,74,27,19776571,110
10000902,2025-05,139592000,28938804,2201000,13,51,9,108452196,73
10000902,2025-06,226431000,27079981,19495000,15,76,34,179856019,125
10000903,2025-01,141618814,21241000,2673150,14,70,14,117704664,98
10000903,2025-02,52336000,48242794,8653667,6,90,23,-4560461,119
10000903,2025-03,244532483,80593000,4028720,18,72,19,159910763,109
10000903,2025-04,195030000,39354154,5237161,19,85,18,150438685,125
10000903,2025-05,117500000,32634772,17293000,12,62,36,67572228,110
10000903,2025-06,85408000,42170996,4537887,8,90,22,38699117,120
10000904,2025-01,125170000,25820266,7402000,13,87,12,91947734,112
10000904,2025-02,97296000,9021455,830927,8,63,15,87443618,86
10000904,2025-03,104242000,34337000,11225000,13,52,15,58680000,81
10000904,2025-04,35540000,11102076,2722050,4,47,16,21715874,68
10000904,2025-05,161088272,57663189,13256485,16,81,28,90168598,125
10000904,2025-06,211547000,46482206,903000,18,51,7,164161794,76
10000905,2025-01,88515000,9393847,2392101,8,83,17,76729052,108
10000905,2025-02,79122000,41266911,4299000,12,47,17,33556089,76
10000905,2025-03,83719000,24472801,5903648,11,108,22,53342551,141
10000905,2025-04,73879000,45266000,1996000,13,89,14,26617000,116
10000905,2025-05,56410000,29297802,4263000,5,79,24,22849198,108
10000905,2025-06,141980047,31886000,7024000,10,70,18,103070047,98
10000906,2025-01,152867909,24051038,2360111,18,51,12,126456760,81
10000906,2025-02,157906632,38572025,9608380,12,62,18,109726227,92
10000906,2025-03,104185000,50121031,8048000,15,76,26,46015969,117
10000906,2025-04,126052000,19963000,3532000,12,39,9,102557000,60
10000906,2025-05,78903092,32604000,6326000,9,42,12,39973092,64
10000906,2025-06,74810000,17916268,2814000,7,65,14,54079732,86
10000907,2025-01,95223000,49289104,7752000,6,99,27,38181896,132
10000907,2025-02,40649000,22089000,5666452,4,59,24,12893548,88
10000907,2025-03,118523494,48539636,10838578,20,80,29,59145280,129
10000907,2025-04,39924000,29019000,5539000,4,67,13,5366000,84
10000907,2025-05,223423338,67544021,13834597,17,86,33,142044720,136
10000907,2025-06,116391000,17755505,2993000,11,67,21,95642495,99
10000908,2025-01,208743000,36502109,5282000,22,124,19,166958891,165
10000908,2025-02,4732000,12114364,1813731,2,65,9,-9196095,76
10000908,2025-03,115039000,41803198,7528251,9,109,32,65707551,150
10000908,2025-04,122011000,24238125,4532016,16,76,23,93240859,115
10000908,2025-05,143737000,47820312,4370000,16,84,16,91546688,116
10000908,2025-06,189162000,26779325,4168000,17,48,10,158214675,75
10000909,2025-01,16595000,26144881,4111000,6,62,19,-13660881,87
10000909,2025-02,185817278,45286638,6975000,15,77,13,133555640,105
10000909,2025-03,82516000,40665054,3665755,7,65,9,38185191,82
10000909,2025-04,212153000,41258447,10652000,14,46,17,160242553,77
10000909,2025-05,114872000,42412948,13791000,9,69,27,58668052,105
10000909,2025-06,104011000,37077484,11428414,10,67,28,55505102,105
10000910,2025-01,69743000,42689820,2572329,6,98,17,24480851,121
10000910,2025-02,147725000,8508294,715156,13,49,16,138501550,78
10000910,2025-03,221994000,18267000,4301300,18,52,19,199425700,89
10000910,2025-04,294586061,47464000,9621432,25,78,41,237500629,144
10000910,2025-05,211254000,23320872,1490000,21,83,10,186443128,114
10000910,2025-06,162908000,54325216,8994399,16,75,22,99588385,116
10000911,2025-01,142724407,67898515,7128000,15,82,12,67697892,109
10000911,2025-02,45403146,10050451,366490,10,58,8,34986205,76
10000911,2025-03,152791000,21083000,4971000,15,55,12,126737000,82
10000911,2025-04,118292000,4114000,1447726,9,53,14,112730274,76
10000911,2025-05,84750992,35755000,6051000,9,39,10,42944992,60
10000911,2025-06,21452000,17514852,4562974,7,82,30,-625826,119
10000912,2025-01,263736000,47806000,5868000,20,68,24,210062000,112
10000912,2025-02,77865000,6114074,2826208,7,55,16,68924718,78
10000912,2025-03,182706000,65981974,10649000,16,65,26,106075026,107
10000912,2025-04,80121000,11344240,2067000,8,49,17,66709760,74
10000912,2025-05,69020000,19837161,10780550,7,64,23,38402289,94
10000912,2025-06,110899000,15268875,1581000,12,66,13,94049125,91
10000913,2025-01,58116000,27726409,7899916,10,90,28,22489675,128
10000913,2025-02,108589000,5050511,314000,11,45,6,103224489,62
10000913,2025-03,41026000,14905000,2725000,4,83,22,23396000,109
10000913,2025-04,47501000,35147898,2587000,8,67,13,9766102,88
10000913,2025-05,83451000,49888900,12202000,7,97,26,21360100,130
10000913,2025-06,116425000,49739676,7198000,9,52,8,59487324,69
10000914,2025-01,59239000,36068218,11834000,10,57,24,11336782,91
10000914,2025-02,73058000,18617880,4641000,8,44,11,49799120,63
10000914,2025-03,97608000,12524537,1029000,11,52,16,84054463,79
10000914,2025-04,97466000,37641880,3480000,14,75,26,56344120,115
10000914,2025-05,137434000,39094808,7749794,12,83,25,90589398,122
10000914,2025-06,126723000,18761529,2039582,15,70,17,105921889,102
10000915,2025-01,177567000,42541804,15659587,19,82,24,119365609,125
10000915,2025-02,64175000,23103917,7307555,7,50,16,33763528,73
10000915,2025-03,206489000,6655144,2032000,13,49,21,197801856,83
10000915,2025-04,181116000,28829184,6867000,12,48,18,145419816,78
10000915,2025-05,98228000,23913183,4950280,7,62,11,69364537,80
10000915,2025-06,98373000,48360717,12218000,13,53,15,37794283,81
10000916,2025-01,120882000,37736873,6289000,15,98,27,76856127,140
10000916,2025-02,162106000,7438432,1944000,13,46,12,152723568,71
10000916,2025-03,51528000,19094416,3175000,4,57,10,29258584,71
10000916,2025-04,209824526,65956164,1864000,19,80,5,142004362,104
10000916,2025-05,72949000,14206749,909000,11,83,18,57833251,114
10000916,2025-06,273740000,71778175,25497629,21,90,35,176464196,146
10000917,2025-01,150322000,15573115,3874000,9,71,16,130874885,96
10000917,2025-02,104137000,13627088,2312776,7,43,11,88197136,61
10000917,2025-03,85754000,24606988,3070716,8,72,20,58076296,100
10000917,2025-04,91919037,63009780,2457000,13,67,14,26452257,94
10000917,2025-05,108360000,15381637,537000,9,60,6,92441363,75
10000917,2025-06,92661613,43157708,3646000,8,106,22,45857905,136
10000918,2025-01,189430186,43634790,5538000,18,55,18,140257396,91
10000918,2025-02,199437000,27794000,6416000,13,52,15,165227000,80
10000918,2025-03,98247000,12998378,7261000,13,49,13,77987622,75
10000918,2025-04,125236000,19685135,4789000,9,74,29,100761865,112
10000918,2025-05,44763000,23313489,1080000,6,54,13,20369511,73
10000918,2025-06,235306000,75426000,7524000,14,66,24,152356000,104
10000919,2025-01,213331306,42068000,7094526,19,111,20,164168780,153
10000919,2025-02,138643000,30497844,2282000,13,71,18,105863156,104
10000919,2025-03,116662000,32200000,4264820,10,87,21,80197180,118
10000919,2025-04,78559000,41284662,11966000,9,60,24,25308338,94
10000919,2025-05,110062000,29517204,3508000,9,72,17,77036796,98
10000919,2025-06,102895000,47913160,11762467,11,73,29,43219373,113
10000920,2025-01,81965000,13285023,5890000,9,50,22,62789977,81
10000920,2025-02,26452000,9064795,2956000,8,67,24,14431205,100
10000920,2025-03,131214000,11784029,911000,13,54,15,118518971,82
10000920,2025-04,205461000,63738302,11431519,17,90,26,130291179,133
10000920,2025-05,169101008,61622969,4823000,16,92,14,102655039,122
10000920,2025-06,186145000,25694016,842320,24,85,15,159608664,124
10000921,2025-01,92791398,55660768,11139000,8,108,26,25991630,142
10000921,2025-02,80435000,7692239,1300052,7,84,22,71442709,113
10000921,2025-03,101537440,33265934,2722000,15,59,11,65549506,85
10000921,2025-04,223753000,49797941,3397764,19,51,15,170557295,85
10000921,2025-05,51855000,5785848,1912690,7,51,19,44156462,77
10000921,2025-06,25057000,62388680,7726567,5,54,21,-45058247,80
10000922,2025-01,235752830,40496656,11693091,23,73,28,183563083,124
10000922,2025-02,123753764,7692000,3648000,9,47,16,112413764,72
10000922,2025-03,154632000,51468504,3794753,15,90,16,99368743,121
10000922,2025-04,159368000,63673000,9064148,14,73,18,86630852,105
10000922,2025-05,133308000,27546783,4106000,9,51,14,101655217,74
10000922,2025-06,137907000,38544375,12025227,26,59,39,87337398,124
10000923,2025-01,107782000,38712396,5086000,14,82,11,63983604,107
10000923,2025-02,40106000,37616520,10604000,5,79,17,-8114520,101
10000923,2025-03,78129000,34276000,2962175,7,60,15,40890825,82
10000923,2025-04,90177000,59221226,14334866,11,86,26,16620908,123
10000923,2025-05,83592000,83597000,5876000,7,88,12,-5881000,107
10000923,2025-06,192638000,52492955,7460606,19,97,21,132684439,137
10000924,2025-01,174354000,45920389,7958280,19,61,22,120475331,102
10000924,2025-02,71609000,32244649,4174000,4,81,14,35190351,99
10000924,2025-03,198313000,27276763,2650000,16,80,9,168386237,105
10000924,2025-04,163308000,33890000,2318000,15,67,21,127100000,103
10000924,2025-05,73138000,79612000,12020000,11,71,15,-18494000,97
10000924,2025-06,100416000,24769556,8666000,10,75,25,66980444,110
10000925,2025-01,148560000,29779610,1313099,19,86,15,117467291,120
10000925,2025-02,124878000,70449893,18673607,8,70,21,35754500,99
10000925,2025-03,141012000,22239482,6095000,13,52,17,112677518,82
10000925,2025-04,136955695,6270000,3199929,16,40,18,127485766,74
10000925,2025-05,59832242,38056334,7010986,8,67,23,14764922,98
10000925,2025-06,106066000,36002606,9518000,8,63,28,60545394,99
10000926,2025-01,85022000,30501000,7808000,8,66,23,46713000,97
10000926,2025-02,194673692,35118022,5710240,16,83,26,153845430,125
10000926,2025-03,79345000,57257824,2389000,8,80,12,19698176,100
10000926,2025-04,86804000,34923659,3212000,11,56,15,48668341,82
10000926,2025-05,134285000,53572612,3853000,12,70,10,76859388,92
10000926,2025-06,98037926,45891000,10863000,11,53,19,41283926,83
10000927,2025-01,183607180,33557539,4135000,14,76,28,145914641,118
10000927,2025-02,128200000,51416000,9246000,6,61,18,67538000,85
10000927,2025-03,338378852,53146775,13436336,26,75,31,271795741,132
10000927,2025-04,201208000,28769000,4705800,13,83,20,167733200,116
10000927,2025-05,141696000,69682551,6309456,16,52,19,65703993,87
10000927,2025-06,118155000,38124405,12825000,12,73,29,67205595,115
10000928,2025-01,78626000,30097123,2699000,12,85,17,45829877,114
10000928,2025-02,137352000,22239822,3375787,15,74,20,111736391,109
10000928,2025-03,116625000,5296000,894000,10,66,18,110435000,94
10000928,2025-04,20015000,2868560,764000,6,41,12,16382440,59
10000928,2025-05,222845230,46894655,7798000,23,60,17,168152575,100
10000928,2025-06,48395000,20664607,587000,6,102,13,27143393,122
10000929,2025-01,189716000,42330295,12397484,15,41,21,134988221,77
10000929,2025-02,28125000,15477000,2436078,3,43,8,10211922,55
10000929,2025-03,75071000,7271558,1535039,10,45,20,66264403,75
10000929,2025-04,109971233,67096000,2480000,11,63,4,40395233,78
10000929,2025-05,67642000,43002265,9154000,6,69,15,15485735,90
10000929,2025-06,113728546,5031907,851000,8,54,22,107845639,84
10000930,2025-01,124760104,41076600,4746000,19,103,34,78937504,157
10000930,2025-02,53091827,43597013,5118982,9,90,16,4375832,115
10000930,2025-03,120844768,34871329,2187114,13,80,12,83786325,105
10000930,2025-04,106164000,29881346,4785000,8,70,26,71497654,104
10000930,2025-05,7754965,34532000,7117000,2,78,22,-33894035,103
10000930,2025-06,107949000,40176959,375000,11,55,4,67397041,70
10000931,2025-01,98384582,9928983,1199000,11,70,23,87256599,104
10000931,2025-02,43135000,18377988,2287000,5,85,9,22470012,99
10000931,2025-03,67423000,28714297,2423138,9,71,21,36285565,103
10000931,2025-04,95697000,53831346,7702000,10,87,20,34163654,117
10000931,2025-05,34990000,10144905,5080000,3,67,28,19765095,99
10000931,2025-06,124142000,29381914,6181000,10,80,21,88579086,113
10000932,2025-01,90401000,5356502,1464338,11,56,16,83580160,83
10000932,2025-02,18220000,47528852,5238603,5,80,25,-34547455,110
10000932,2025-03,129575000,26341767,6748000,13,98,26,96485233,137
10000932,2025-04,245427000,49026793,15224932,20,55,22,181175275,97
10000932,2025-05,28513000,23780838,5921000,2,55,16,-1188838,74
10000932,2025-06,102348000,58842412,11033000,12,107,23,32472588,142
10000933,2025-01,110688000,5831548,863000,14,47,15,103993452,76
10000933,2025-02,186314000,107804000,5940990,15,74,20,72569010,109
10000933,2025-03,236538000,76678606,13218486,19,52,16,146640908,87
10000933,2025-04,115921000,26819980,6335921,17,69,21,82765099,107
10000933,2025-05,158615714,34491071,5122054,13,89,30,119002589,132
10000933,2025-06,75216360,53393869,9404000,12,88,27,12418491,127
10000934,2025-01,110210000,8881070,2812000,12,82,19,98516930,113
10000934,2025-02,62859000,18291000,8807000,6,63,23,35761000,95
10000934,2025-03,77230000,22919571,7232850,7,95,30,47077579,136
10000934,2025-04,196642000,63153682,5420000,24,75,13,128068318,112
10000934,2025-05,170034162,7591593,7601787,13,42,27,154840782,82
10000934,2025-06,144061000,29505329,2807355,14,104,25,111748316,143
10000935,2025-01,48286000,9272010,2071745,4,48,16,36942245,68
10000935,2025-02,89423000,10419027,2556000,9,41,13,76447973,66
10000935,2025-03,57359000,2905297,545220,6,48,17,53908483,71
10000935,2025-04,71729000,47755297,4526000,9,79,17,19447703,105
10000935,2025-05,152864000,16872728,6492000,10,56,22,129499272,88
10000935,2025-06,88744729,36792000,1602000,9,63,13,50350729,85
10000936,2025-01,194527000,36814228,3751128,17,50,13,153961644,80
10000936,2025-02,70267000,41859248,14172962,5,55,14,14234790,74
10000936,2025-03,125002746,3501657,6605902,10,41,22,114895187,74
10000936,2025-04,143821000,34790297,3236000,13,71,24,105794703,108
10000936,2025-05,194350000,15044568,4921000,18,66,22,174384432,106
10000936,2025-06,127094000,46389248,6070900,11,84,27,74633852,122
10000937,2025-01,125522000,43515000,17086769,10,47,22,64920231,79
10000937,2025-02,177236900,56560476,2994214,19,93,13,117682210,125
10000937,2025-03,63262000,23532000,6008002,8,52,17,33721998,77
10000937,2025-04,150340000,24676142,2470000,14,59,14,123193858,87
10000937,2025-05,50840000,34762218,3999217,8,43,13,12078565,64
10000937,2025-06,112323391,21429000,11769090,12,48,42,79125301,102
10000938,2025-01,199558000,39949004,14452000,15,92,16,145156996,123
10000938,2025-02,225206000,33180209,15779102,14,49,32,176246689,95
10000938,2025-03,141065000,48241788,12974298,13,85,28,79848914,126
10000938,2025-04,82375000,63453003,8081000,7,59,21,10840997,87
10000938,2025-05,83352000,26655681,3886000,19,87,20,52810319,126
10000938,2025-06,129853000,42601102,2676000,13,54,8,84575898,75
10000939,2025-01,231268000,15858000,946000,23,59,6,214464000,88
10000939,2025-02,149429270,25357029,8178016,12,71,25,115894225,108
10000939,2025-03,133773000,25039646,4684000,18,96,22,104049354,136
10000939,2025-04,34923000,20408858,2503916,4,72,21,12010226,97
10000939,2025-05,145413000,41504213,4176000,14,47,10,99732787,71
10000939,2025-06,148613965,12456321,2136000,22,82,19,134021644,123
10000940,2025-01,103853000,49153579,10051593,10,46,18,44647828,74
10000940,2025-02,160137135,21337000,5921000,14,60,16,132879135,90
10000940,2025-03,72727488,3135000,722000,5,25,12,68870488,42
10000940,2025-04,9120000,22767120,2877000,1,58,11,-16524120,70
10000940,2025-05,68235000,34663175,11211784,6,64,38,22360041,108
10000940,2025-06,87266000,14809958,712000,7,66,6,71744042,79
10000941,2025-01,270028000,68478949,8440000,19,103,16,193109051,138
10000941,2025-02,132614000,25667459,3468000,10,52,9,103478541,71
10000941,2025-03,96894000,50119000,5893000,11,66,15,40882000,92
10000941,2025-04,169933561,45886949,25341822,15,64,34,98704790,113
10000941,2025-05,108195000,31002106,3475000,13,94,16,73717894,124
10000941,2025-06,92947000,21071000,3668000,12,76,24,68208000,113
10000942,2025-01,120671629,32728000,4153000,11,67,26,83790629,104
10000942,2025-02,59517000,21371432,7117543,9,78,25,31028025,112
10000942,2025-03,98269000,23894868,9077347,14,72,27,65296785,113
10000942,2025-04,167347372,29437366,6277000,16,55,17,131633006,88
10000942,2025-05,42057000,10123480,952000,4,75,15,30981520,94
10000942,2025-06,80851000,11024980,804000,8,54,12,69022020,74
10000943,2025-01,201451000,56838000,4812000,17,57,15,139801000,89
10000943,2025-02,242296000,42482000,22774000,21,31,17,177040000,69
10000943,2025-03,63490000,19872516,3534000,8,97,17,40083484,122
10000943,2025-04,141895000,11864000,4686000,11,37,18,125345000,66
10000943,2025-05,54032000,13794752,2940000,6,57,10,37297248,73
10000943,2025-06,68410243,39153668,1962000,12,85,8,27294575,105
10000944,2025-01,137153000,42661638,17206507,20,82,22,77284855,124
10000944,2025-02,86779000,43004566,2365000,8,80,15,41409434,103
10000944,2025-03,142891344,3397080,1033454,12,42,12,138460810,66
10000944,2025-04,146012876,50140911,5337000,13,52,12,90534965,77
10000944,2025-05,125241262,71852110,8237000,18,75,24,45152152,117
10000944,2025-06,146359000,22031990,1186523,21,87,13,123140487,121
10000945,2025-01,184802000,73233849,10474966,16,64,37,101093185,117
10000945,2025-02,289202286,60672526,5725000,19,67,23,222804760,109
10000945,2025-03,95835000,17122752,5903469,11,47,22,72808779,80
10000945,2025-04,81000000,47771262,7189000,10,69,19,26039738,98
10000945,2025-05,70961000,36133000,3771000,6,71,22,31057000,100
10000945,2025-06,30440000,6215816,674000,4,48,10,23550184,62
10000946,2025-01,191923000,40864336,17428000,17,66,31,133630664,114
10000946,2025-02,193686000,24845000,8509000,14,33,21,160332000,68
10000946,2025-03,201076339,82678000,11227000,18,90,25,107171339,133
10000946,2025-04,84927000,115015000,26807000,8,106,33,-56895000,147
10000946,2025-05,167842116,8368425,1736000,13,47,16,157737691,76
10000946,2025-06,184438000,38583401,2481000,14,65,9,143373599,88
10000947,2025-01,61151000,42911962,5748000,9,101,21,12491038,132
10000947,2025-02,109898000,17015945,3547000,20,57,13,89335055,90
10000947,2025-03,230302346,44118017,15061796,23,77,28,171122533,128
10000947,2025-04,94363000,39647752,4357374,13,77,13,50357874,103
10000947,2025-05,153928000,68430656,3102000,17,59,8,82395344,84
10000947,2025-06,152995993,24896000,6390349,17,47,18,121709644,82
10000948,2025-01,74173000,29982842,3295000,8,99,18,40895158,125
10000948,2025-02,73124000,13824848,3136931,6,47,17,56162221,70
10000948,2025-03,176175000,83466066,18114364,18,77,18,74594570,113
